,0,1
695,1,"""The quality, features and speed are good"""
696,1,"""The reason I'm giving 1 star is because Gateway doesnt accept responsibility for their bugs, and doesn't want to fix them"""
697,1,"""It freezes completely"""
698,1,"""Don't use the Fn + key combo for a while after waking up fromstand by ' My reply to #1, I dont want to look for the icon and click it, I want a shortcut whenever I want to control the volume"""
699,1,"""I dont want my laptop to crash when I'm browsing through my text documents or writing code"""
700,1,"""This crash is reproducible every single time I do what I described above (use volume control after waking up from standby)"""
701,1,"""Gateway said they just wont fix it or replace this laptop"""
702,1,"""If I send it for service, they won't give me a time estimate of how long it will take to fix it"""
703,1,"""The tech who answered my second call was so rude and yelling on the phone telling me not to use the key combo, rather than focusing on how to fix it"""
704,1,"""He suggested that I use the screensaver instead of standby"""
705,1,"""Moron, he doesnt even know the difference between the use of a screensaver and a standby mode"""
706,1,"""Does anyone know a fix for it"""
707,1,"""Customer support is very poor"""
708,1,"""Then gateway will fix something to work for another six months"""
709,1,"""For the last 6 months it randomly locks up, and I have to shut down the machine and reboot"""
710,1,"""And to make matters worse, Apple's customer service is, by far, the most appalling of its kind"""
711,2,"""Also couldn't use it to watch live tv on it, software issue with Microsoft"""
712,2,"""And the OS is rock-solid and user-friendly"""
713,2,"""Some people have complained about the size for traveling"""
714,2,"""On the other hand, I finally reached Roberto, a Powerbook specialist in AppleCare, who was understanding and expedited my repair -- which is a good thing"""
715,1,"""I work as a translator, and was looking for a solid, easy-to-carry laptop with long battery life that I could take with me and work with anywhere"""
716,1,"""I called Sony about this, and their only solution was for me to send it in for warranty service (which would take two weeks minimum) and get it replaced"""
717,1,"""Sending it was not an option for me because I needed the computer for my daily work, and I was afraid the bumps and vibrations of shipping it would likely cause worse problems than a missing key cap"""
718,1,"""So I carefully pried off the cap for the menu key (which I never use) and replaced the missing one with it"""
719,1,"""(Later I had the same experience with the Insert key, but I just left it off, since I never touch type that key"""
720,1,"""When I want to switch from insert to overwrite, I just press the plastic button that sits under the keycap"""
721,1,"""Then about a year after I bought it, the CD/DVD drive started having problems"""
722,1,"""This is really a pain when installing software"""
723,1,"""2005, when I was traveling, I tried to use a wireless connnection service in Korea"""
724,1,"""Somehow my entire wireless capability got wiped out"""
725,1,"""Since wireless was one of the major needs I had when I bought it, this is really a problem"""
726,1,"""It still performs basic computing functions, and is still lightweight and has a reasonably long battery life, but it has been a terrible disappointment to me"""
727,1,"""I have had similar experiences with other Sony products I have bought recently, including a Clie TJ35 handheld device which failed two weeks after I bought it, only to replaced by another that did exactly the same thing, caused by what turned out to be a known problem with the display"""
728,1,"""That device had to be sent back four times during its one year warranty period, before finally dying out completely just about a month after the warranty was up"""
729,1,"""A previous Clie I had also died almost exacty the day the warranty ran out"""
730,1,"""Sony's customer support is legendary in its lack of helpfulness"""
731,1,"""The service center is in San Diego, and I live in San Diego, but they wouldn't let me bring the computer there"""
732,1,"""It's so sad what poor engineering, non-existant quality control, and useless customer support have done to the once proud Sony name"""
733,2,"""Mine stopped booting up after 18 months of normal use"""
734,2,"""I don't leave it running hot, I use that Targus cooling pad with a USB-powered fan"""
735,2,"""It was definitely not an LCD issue"""
736,2,"""It's not responsive - I have to press the left-click button 1-3 times to get it to work"""
737,2,"""Think about this before you buy, the buttons are ineffective, and positioned for elf hands - I've never had hand strain in 15 years of computing until this HP"""
738,2,"""My wife's Dell is the opposite - easy buttons and ergonomic"""
739,1,"""I needed this computer to write papers and email"""
740,1,"""Also, you need to be warned about HP customer service-which is pretty much non-existant"""
741,1,"""For the motherboard and the hard drive I was on the phone several times a day for a month and still got no response from them"""
742,1,"""I had the computer for under a year when I had to get these fixed and I had a 2 year warranty"""
743,1,"""HP consistantly said that my warranty expired"""
744,1,"""I had to remind them that I had the computer for 11 months and the warranty was good for 24 months"""
745,1,"""I took it in to the repair shop to get it fixed(out of my own pocket)and the guy there called HP and got an immediate response that they would pay for everything"""
746,1,"""It has been a waste of my time and money"""
747,2,"""This goes for all keys, touchpad, and switches"""
748,2,"""The placement of the non-alphabet keys are not intuitive"""
749,2,"""The screen is big, but that means loss of resolution"""
750,2,"""The XGA screen on my other notebook is smaller, but sharper than this HP Pavilion's XGA screen"""
751,2,"""The wireless B on my other notebook seems to perform better - connections do not drop"""
752,2,"""Finally, despite the width of the notebook, ports most often used are crammed next to each other"""
753,2,"""And for some strange reason, the USB ports are horizontally stacked so this makes for a tightly fitted trio of wires"""
754,2,"""I would not recommend this notebook because it's poor design will always be a source of irritation"""
755,2,"""As soon as I tried to use the burner or the associated supplied software it dumped and rebooted"""
756,1,"""Just two weeks past the end of the warranty period, and the machine is dead"""
757,2,"""Over the years I've only had 2 complaints: The weight 7_25 lbs"""
758,2,"""Which means the chances of watching an online video is 50/50 'Chance' of a lock-up during the Play or shortly after"""
759,2,"""All the hundreds of hours I've spent just waiting for Windows to Re-Start of that same old problem over & over & over"""
760,2,"""ATI-Radeon Driver or Device BUT you can be sure that when I purchase My next computer, soon, it will NOT contain an ATI Video ANYTHING as I've grown to hate that company over the years"""
761,2,"""They should/could have created an Driver Update as other people also wrote about this issue online"""
762,1,"""Tech support is in Turkey"""
763,1,"""45 days after shelling out over $3000 for everything listed above, my HD starts clicking and sputtering"""
764,1,"""Long story short, total hard drive failure and data loss"""
765,1,"""After a week of waiting, my repaired laptop came back to me"""
766,1,"""I spent over $200 on software suites to create back-ups and restore disks to try and avoid ever losing everything like that again"""
767,1,"""Here we are, less than 5 months after buying it and already having the HD replaced"""
768,1,"""the HD has failed AGAIN"""
769,1,"""Toshiba wants to just replace the HD again"""
770,1,"""I have a warranty that covers replacement should I physically break the unit, yet when I I politely request that my lemon of a notebook please be replaced, I am told no"""
771,1,"""Toshiba said I could prevent this by pressing the FN key and the F9 key whenever I type anything"""
772,1,"""But what that does is disable the cursor -- so that you're completely prevented from moving it from one place to another on any internet page"""
773,1,"""Even in a word processing document, it's a real slow-down to have to have nothing but the arrow keys to move your cursor to various places in the document"""
774,1,"""Whether I'm trying to move the cursor with the touch pad, the PgUp and PgDn keys, or the arrow keys, the cursor just doesn't move sometimes -- unless I take the time to stop, move it around on the desktop, and then try again to move it"""
775,2,"""During the end of the first year, the laptop's fan start to make noises"""
776,2,"""Evidently the adhesive holding the unit together had tilted the rotor in one direction, so the fan's blades were grinding against the surrounding casing"""
777,2,"""After coping with it for a few weeks, it became unbearable, as an official ""cooling system error"" popped up on my screen a few times"""
778,2,"""(The fan would stop itself if it kept grinding against the casing) I bought a replacement fan, installed it myself, and the cooling system has given me no problems since"""
779,2,"""Nowadays, if I tilt the screen more than 20 degrees from vertical, the hinge will give out and the screen will slam down on whichever side it was tilted towards"""
780,2,"""right now), a component in the hard drive has either been broken loose or placed in a spot it shouldn't be, since my hard drive now makes extremely loud grinding noises if I don't place it at just the right (often awkward) angle"""
781,2,"""I'm afraid that one of these days the laptop will simply refuse to start up because the hard drive can't be accessed"""
782,1,"""i lost a lot of money"""
783,1,"""it's a design flaw and there are class action suits against toshiba"""
784,1,"""the processor fan is underneath the laptop so it can't take in any cool air to cool the processor"""
785,2,"""Last spring it overheated so much that it cracked the modem disc in half"""
786,2,"""First, the cooling fan tore itself apart and had to be completely replaced"""
787,2,"""Additionally, the hinges on the monitor are very loose and conventional wisdom is that they need to be replaced with new (not used) laptop hinges which cost about 100 each (one for each side of the monitor"""
788,2,"""Now the headphone jack has a short in it and sometimes the speakers work after plugging in a headphone and sometimes not"""
789,2,"""The system has very poor battery life and heats up much more so than other laptops I have used"""
790,2,"""its construction stinks"""
791,1,"""My Toshiba notebook broke and they claim they fixed it because they sent it back within a day, but they didn't send back my power cord"""
792,1,"""I've opened 3 trouble calls in the last 3 1/2 weeks and received no response or power cord"""
793,1,"""Major failure in customer service"""
794,2,"""As XP and MS Office updated themselves--and, to be fair, as I loaded additional software--performance got slower and slower"""
795,2,"""Loading an Internet browser took up to a minute (and often more, when my wife would click again and again on the Quick Launch icon, seeing no response)"""
796,2,"""Eventually I added a 512 MB memory stick for a total of 768 MB, and that fixed the slow-loading problem"""
797,2,"""I tried to clean the fan area, but there was hardly any dust there"""
798,2,"""So now the computer is up on a few kids' play blocks to keep air circulating underneath, and even with that, it shuts down during full virus scans and spyware scans"""
799,2,"""The fan has now been making erratic noises"""
800,2,"""Next project is replacing the fan"""
801,2,"""I'd like to find a way to lubricate the fan and see if that helps, but it seems to be a closed unit"""
802,1,"""It comes with 256mb of memory, so, very often its run as slow as a 10 year of PC"""
803,1,"""The battery last for about an hour"""
804,1,"""Normally, you expect a laptop battery last from three to five hours, but thise thing last only one hour"""
805,1,"""Worst of all, worst of all, now, I have hard disk problem"""
806,1,"""The hard disk will die any minute"""
807,1,"""Screen is cracked"""
808,1,"""All i can say is that im happy i got my money back & good luck if you order the same product"""
809,1,"""When it did work I would ask for help with some of the programs, they always directed me to on line help"""
810,1,"""very disapointed by this computer, the hard drive is so slow, it's a drag"""
811,1,"""If course, they never mention when you buy the Sony laptop that the disk is a slow RPM"""
812,1,"""Screen is neat and bright"""
813,1,"""IEEE, wireless networking, noise level, etc are catching up with today's need"""
814,1,"""The tech guy said upgrading is your problem, not Sony problem, I cannot comment on anything related to upgrading"""
815,1,"""He went on, Sony neither encourage nor discourage upgrade, any problem you encounter later on when you install other softwear is not Sony's problem"""
816,1,"""Now, to upgrade, or not to upgrade, is problem"""
817,1,"""I would definitely buy another product with another burner in it if you are interested in burning or backing up data to a DVD"""
818,2,"""but when i want to burn DVD's it have a constant WRITE ERROR"""
819,2,"""But it's too importante because it's the more expensive part of this laptop"""
820,2,"""If you know how to repair it please write me at : juanpa_10@hotmail"""
821,2,"""I had a lot of trouble upgrading from XP Home that came bundled with my FRV37 to XP Professional"""
822,2,"""This also resulted in loosing all of the preloaded software"""
823,2,"""I just ordered for a set of Recovery DVD's from sony for $35"""
824,2,"""On a business trip to Japan, the hard drive failed and could not get it fixed at Sony Dealers in Japan"""
825,1,"""Customer service inflexible"""
826,1,"""It has shut down without consent of user for no reason whatsoever, repeatedly"""
827,1,"""not worth the money"""
828,1,"""i can't run anything more then internet explorer without the laptop overheating and turning off"""
829,1,"""Almost immediately after purchase on 2/4/04, the DVD Multi Drive failed, and unfortunately I was just over the 14-day Best Buy return period"""
830,1,"""Faced with getting it fixed, I was PROMISED by support (in Istanbul Turkey)that with ' Depot ' repair -- PROMISED that I would have it back, fixed, within 5 DAYS"""
831,1,"""Upon repair, I will put this machine up on E-bay and chalk it up as a bad mistake"""
832,1,"""My laptop had broken down within the one-year warranty period"""
833,1,"""I was not getting any video output"""
834,1,"""The keys were falling off"""
835,1,"""The back of the screen had pieces missing"""
836,1,"""Toshiba claimed that this was caused by the user, and REFUSED any service to the DAMAGE THAT THEY CAUSED"""
837,1,"""There was NO VISIBLE DAMAGE when we sent it"""
838,1,"""Despite several phone calls from people who confirmed that there was no physical damage prior to us, sending it to them, all we got was very rude handling of the complains"""
839,1,"""WARNING:Please note the following,Toshiba laptops have a design flaw with their DC power plug on the motherboard"""
840,1,"""The back pin of the power plug tends to get a hairline fracture that forces consumers to ""wiggle"" the power cord on the back of the laptop"""
841,1,"""You will most likely be out of warranty when it occurs"""
842,1,"""however, if you are still in warranty, there are toshiba service centers available"""
843,1,"""Out of warranty repair costs: $300_00+"""
844,2,"""To quote them: ' Toshiba does not support upgrades from XP Home to Pro '"""
845,2,"""The overheating problem was never fixed even though after I sent to Toshiba repair"""
846,2,"""TOSHIBA SERVICE AND SUPPORT STINKSSo if you buy this and if you have any problems take the laptop personally to the local service center and get it fixed"""
847,2,"""The other problem that I have is this fan makes a very loud noice all of a sudden and then its back to normal"""
848,1,"""25th) 2 weeks after getting the cdrom that fits, the new one stopped working today so now im really mad because i have to send the whole computer back to toronto again"""
849,1,"""Their customer service is very bad also"""
850,1,"""I said that's rediculous and your customer service sucks"""
851,1,"""So anyways I get the rom that doesnt fit 5 weeks later, call them do a bunch of yelling because now im pissed that I waited 5 weeks without a rom and they send me one that doesnt even come close to being a match for my computer"""
852,1,"""In late November, I purchased a Toshiba Satellite P25-S509 because this is an innovative computer with many features for the money"""
853,1,"""This computer comes with Microsoft Windows XP Home Edition"""
854,1,"""For many advanced uses of computers, such as Web and database development work requiring IIS, the Home Edition will not work"""
855,1,"""Toshiba does not supply the Microsoft XP Home Edition operating system disk"""
856,1,"""The Toshiba factory-installed image on the rescue disk includes Service Pack 1"""
857,1,"""Even if you do not need to have Microsoft Windows XP Professional, buying this computer would be a mistake"""
858,1,"""Doing this would require you to re-install any software you installed after purchasing the computer"""
859,1,"""I telephoned Toshiba to ask if they sell any Toshiba laptop computer with Microsoft operating system disks"""
860,1,"""Bad new is that the second will be gone for 4 weeks while they ' fix it '"""
861,1,"""So I bought a new Toshiba Core2Duo laptop and 3rd day, the hard drive broke, returned it"""
862,2,"""It doesn't look as good as in pictures"""
863,2,"""The sound is way too soft"""
864,2,"""There is no function key to control volume"""
865,1,"""The performance of the 2_4GHz Celeron processor is slower than a 1_8GHz Celeron proc on a desktop system"""
866,1,"""Oh, and the advertising material on this model is incorrect in saying the processor has 512kb of L2 cache"""
867,1,"""The battery life is only 50 - 55 minutes, tops"""
868,1,"""Returned my laptop without any repair saying no problem found"""
869,1,"""must be a software issue"""
870,1,"""Of course, it still only runs for 50 mins before battery runs out"""
871,1,"""Have called Sony since then, only to find out that they only warranty batteries for 30 days"""
872,1,"""They recommend that I purchase another battery"""
873,1,"""Based on my experience, I would recommend you spend your money some where else"""
874,1,"""1) Like everyone else - battery life sucks"""
875,1,"""I have to drag my power adapter with me everywhere I go"""
876,1,"""Makes it virtuously useless for wireless capability"""
877,1,"""Of course, the hard drive quit after 1_1 years"""
878,1,"""This is after four hours on the phone trying to find out what connection it uses (ultra ata, etc) so I can buy the right one"""
879,1,"""The six people I talked to (including two managers) were convinced that the only thing I could do was send it to Sony for repair"""
880,1,"""So I call Sony again - they are convinced that there is no way to even install another OS besides XP, and no way to install drivers"""
881,1,"""They will refuse to help you, they are convinced their machines cannot run anything but windows xp, and basically it's a useless piece of junk that would be better suited as a paperweight in your home office"""
882,1,"""Also had a problem with the battery only running about 45 minutes at best, now it only lasts about 30 minutes"""
883,1,"""Technical support knows less about PC than I do"""
884,1,"""Do not pay for this laptop at any price, and think twice if someone is giving it to you"""
885,1,"""This is more a review for JR music then the product bewcasue its kind of hard to review a product I never recived"""
886,1,"""1200 dollars is alot of money for me to be wasteing on something I never recived"""
887,1,"""Beware of JR music"""
888,1,"""I bought 8 months ago and now it has 2 or 3 problems that I need to send back to SONY for repair"""
889,2,"""DVD drives on 100% of them do not read recordedDVDs that ALL TOSHIBA and SONY laptops read NO SWEAT"""
890,2,"""Keyboard virtually popped out in 1 of them despite hardlyany use"""
891,1,"""First one I got had a defective battery connector - battery wouldn't charge"""
892,1,"""Right out of the box it malfunctioned so they offered to repair it"""
893,1,"""I've talked to so many diff customer service represents, they are all courteous but none of them know whats going on"""
894,1,"""go get a dellterrific customer service and you actually get to talk to people who know the name of their own company"""
895,2,"""It didn't have a camera and the keyboard was older"""
896,1,"""Start up takes entirely too long, the internet is slow and everything you click on is slow"""
897,2,"""The computer is nice, it's a great size, and graphic are good"""
898,2,"""I will probably get a Mac again I will just need something with WAY more memory"""
899,1,"""The white screen of death&#34"""
900,1,"""This product will not charge up at all"""
901,1,"""This is not good customer services at All"""
902,1,"""Therefore I have been advising Soldiers who are deployed with me to never order from Amazon again and this for I have convinced well over 200 and countingApple iBook Laptop 12_1"" M9164LL/A (800-MHz PowerPC G4, 256 MB RAM, 30 GB Hard Drive, DVD/CD-RW Drive)"""
903,1,"""I immediately sold it to some other sucker,,and reverted back to windows friendlier planet"""
904,1,"""I was crooked by Amazon in not telling me the iBook was a refurbished unit sold as new, the case was scratched and the charger overheats"""
905,1,"""and consider migrating from Windows to Apple / Mac long and hard,,,cannot believe americans are so naive to buy the Mac computers,,but then again they think the USA is the world, and dont have a clue about things in the real world that matter"""
906,1,"""except Gates' Windows which for sure blows the apple/mac wanna bees out the water"""
907,2,"""There is no password required to start the computer but the computer needs eight updates and I cannot perform this function"""
908,2,"""The previous owner's password has not been removed so I can update and load required updates"""
909,2,"""I am most likely going to send this computer back if I cannot obtain the password to change the profile and make the required updates"""
910,1,"""i loss money because i had to resend an i paid extra for it to be deliver faster"""
911,1,"""I can't download flash player or html5 or antything"""
912,1,"""I can't watch videos or do anything that requires flash plugins"""
913,1,"""The best internet you can get is Firefox 3_0 and it goes really slow"""
914,1,"""If you plan on watching videos on your computer do NOT get this, it won't let you and you can't download the plugins because it's not for powerpcs and the archived flash players for powerpcs don't work"""
915,2,"""The Laptop looked very nice from the outside but some of the keys didn't work"""
916,1,"""money buying this, to slow"""
917,1,"""it's garbage and I would like my money back but that probably won't happen"""
918,2,"""so i got this cpu cuz i was tired of constanly useing my moms"""
919,1,"""This was a waste of my time and money"""
920,1,"""my operating system was 10_4"""
921,1,"""New operating system and the whole thing just runs so slow"""
922,1,"""Not worth the money but keeping as a just in case thing"""
923,1,"""took long to boot up"""
924,1,"""this is really an on the go type of computer"""
925,2,"""I couldn't use the wi-fi"""
926,2,"""The battery will not take/hold a charge"""
927,2,"""no youtube or any kind of videos"""
928,1,"""It was a complete waste of my money"""
929,1,"""second one arrived with a bad hard drive"""
930,1,"""os outdated"""
931,1,"""battery barely functions"""
932,1,"""don't waste your money"""
933,2,"""I returned it and did get my money back"""
934,2,"""After trying to use this, I can't help but wonder what all the heavy breathing about Apple computers is all about"""
935,1,"""This was outdated and couldn't get it running on the internet"""
936,2,"""I bought this computer for my daughter and she is unable to use it until I can A) Purchase a new charger and B) Find a replacement X key"""
937,1,"""when I bought the laptop play for a few days with a full why I never get to play DVD last minute it was broken I give it to my little brother"""
938,1,"""It would not play any videos nor download a Facebook page"""
939,1,"""However, when the item did arrived, my fiance took a good look at it and tried to go on the web"""
940,1,"""The sad thing is it took forever juswt for the web page to load"""
941,1,"""the fix discount Mac gave me did not work"""
942,2,"""kindle is Amazing this laptop works few hour a day if wifi works otherwise re"""
943,1,"""On the third day my hard drive completely failed"""
944,1,"""This was confirmed by the support team at the game development company where I work"""
945,1,"""I refused and the iBook sat unlooked at for three more days until finally under pressure from both me and the support team, the performed the five minute hard drive diagnosis and pronouced it dead"""
946,1,"""Then the ordered a new hard disk and told me it would be a week until it arrived"""
947,1,"""Apple always tries to fix computers, never replace them"""
948,1,"""Dig around and you'll find a lot of people with iBooks and failed hard disks on forums"""
949,2,"""I cannot watch movies, cannot download anything"""
950,2,"""Connecting to Skype will only give me the old version of Skype"""
951,2,"""I bought this for my son as a Christmas present for school and for playing his MMORPG games"""
952,2,"""I needed to get a new battery because the one that came with it didn't hold a charge for long"""
953,2,"""The battery won't charge when its plugged in and it wont even run off the power cord"""
954,2,"""Looking back, if I knew back then what I know now I would've just bought a new laptop with a warranty since now I have to pay $100_00 just to have HP/Compaq look at it"""
955,2,"""All was as promised except the lithium ion battery pack arrived kaput"""
956,2,"""Will not charge -- completely useless"""
957,2,"""I bought this New T41 2 months ago, Product is awesome, but after 6 weeks of use, the hard disk crashed, and when i called up IBM, they said that they would replace the hard disk with a new one, and the data from the old one cannot be restored"""
958,2,"""So, if ur planning to buy it, I would suggest u to buy an external data storage"""
959,2,"""Too bad that IBM (now Lenovo) ThinkPad's have really slid downhill, they break down just for the sport of it, there is growing number of web sites and complainants reporting a growing number of bizarre problems espeically with these older models and the new ThinkPads are getting worse while Lenovo keeps mortgaging their old reputation to command higher prices"""
960,2,"""The T41-T43's have a particularly stupid vulnerability, the motherboards can permanently fry from inserting a USB device"""
961,2,"""Hard to believe, but is a known problem (link to the community WiKi in the first comment) and the fix is even stranger if you don't want to keep buying new motherboards, you take a heat gun and ""reflow the motherboard"" after covering most of it aluminum foil"""
962,2,"""Thinkpads seem to kill batteries faster than the Arizona summer because I've never managed to get two years out of ThinkPad battery before it reports failures"""
963,2,"""The fans are noisier than hell and growl worse than horny house cats in the middle of April and those go bad requiring expensive replacements"""
964,2,"""It's too bad, ThinkPad's used to have legendary quality, they were the only laptops allowed on the International Space Station, IBM made the first tablet computer in the 1990's, these used to be innovators but now they're just the wallet invaders and for most new customers, their first ThinkPad decidedly becomes their last ThinkPad never willing to reconsider the headaches and hassles again"""
965,2,"""YES its refurbished but i thought that also ment the battery would stay charged"""
966,2,"""notto pleased cause i got to buy a battery"""
967,2,"""Hard drive gave signs of dying, and finally gave up the ghost this week"""
968,2,"""Review sites like this make it clear that hard drive failures are common for this product, but Sony buries and obscures hard drive assistance online"""
969,1,"""This is the time your hard drive will last"""
970,2,"""Not a bad little computer--save for about one year after purchasing the speakers quit working--which Sony fixed quickly as it was still under warranty"""
971,2,"""Then about 6 months ago the DVD combo-drive began to fail"""
972,2,"""Most recently, (two weeks ago) the hard drive has failed completely"""
973,2,"""(with some warning, but I was unable to back up some of the data before complete failure)Bottom line: Wife loved the computer--it was light, small, and had great battery life"""
974,2,"""However, ours had its share of problems and there are many people who seem to have similar problems with hard drive"""
975,1,"""As you can see by other reviews the hard drives (which are made by toshiba ) go bad"""
976,1,"""The biggest problem with these units is the pcmcia slot that is almost guaranteed to go bad- especially using 32 bit Verizon cards"""
977,1,"""Of the 12 we bought 8 of them within as little as a year had bad slots which make them unusable for portable use- as the slot doesn't work"""
978,1,"""Also the keybaords have flimsy keys which have very often broken off,save for the fact that I have a few on the junkpile to pick from, a new keybaord is $95 from which you must carefully pick off the bad keys and replace your keyboard"""
979,1,"""In addition, SONY in all its brilliance, designed the spare RAM chip slot so that its too close to the back and is not always fully protected fron Static electricity"""
980,1,"""New Chips at sometimes 100_00 a pop add up quickly"""
981,1,"""I haven't even mentioned the clueless people at SONY who claim they know nothing about BAD PCM slots and of which there is no mention of the problem on the search part of their tech support"""
982,1,"""Try Averatec's 2150 half the price and non of the BS with SONY"""
983,2,"""They first said that my warranty expired"""
984,2,"""After I resolved that issue, they start to blame the wireless access point"""
985,2,"""That's a total BS, because my other wireless devices would be affected if it was the access point"""
986,2,"""Their support is also very expensive"""
987,1,"""I have the EXP model, which is the same as this model except with Windows XP"""
988,1,"""The support centre was worse than useless and when pushed refered me to an ""authorised"" dealer who quoted me twice what another city-based data recovery firm eventually charged me to recover the disc"""
989,1,"""Never trust Sony laptops, you lose functionality if you ever make the mistake of upgrading and the laptop is pretty much useless"""
990,2,"""I accidentally touched the corner of the screen while adjusting the cover"""
991,2,"""My thumb print cost $724_00 to fix and Sony seems not to care"""
992,2,"""There is no warning label on or around the screen and the margin of error is small"""
993,2,"""Unless you have money to spare I would not buy this computer"""
994,2,"""Less than 3 months later, my hard drive died -- Sony replaced"""
995,2,"""Now, November 2005, my hard drive died again"""
996,2,"""My sister has the exact same model, and her hard drive also died after less than 1 1/2 years"""
997,2,"""It is very difficult to get a person on the phone without paying a tech support service fee"""
998,2,"""When I finally got them on the phone, they suggested I buy a better hard drive next time"""
999,2,"""BUT:The hard drive crashed after 8 months"""
1000,2,"""It finally died one month after the 1 year warranty had ended"""
1001,2,"""Now I'd need to pay money to even talk with somebody at Sony about it"""
1002,2,"""I paid a lot of money for this laptop and it really was nice as long as it lasted but I'd expect it to last a little longer for the price"""
1003,1,"""I have had this expensive machine for a little over two years and have not gone six months without major problems"""
1004,1,"""This includes two trips to the service center in San Diego"""
1005,1,"""I love the size, its features and it's eye catching looks"""
1006,1,"""I also believe Sony's technical support is one of the best---I just wish I wasn't on a first name basis with them"""
1007,1,"""the laptop was drop very hard because it was crack"""
1008,2,"""I got the device and was very well pleased with it, however, it had no serial port"""
1009,2,"""If you have no need for a serial port, it is a lot of machine in a small package, and I liked it a lot other than the one area"""
1010,1,"""Toshiba has the worst customer support system I have ever been involved with"""
1011,1,"""I have had to send my computer into their repair depot 4 times for the same problem (backlight failure)"""
1012,1,"""The last time the hard drive failed and I lost everything I had stored in the computer"""
1013,1,"""They still tell me ' your only option is to have it repaired '"""
1014,1,"""Even when you do get to talk to a technician, they are difficult to understand as English is obviously their second language"""
1015,1,"""I increased the RAM to 1GB and performance was quite good"""
1016,1,"""The machine would suddenly shut itself off for no apparent reason"""
1017,1,"""I sent it back under warranty and it was repaired"""
1018,1,"""I must say they did a good job- sent me the return box the next day and I had my repaired unit back in 3 days"""
1019,1,"""This time the screen would go black, but the unit was still running"""
1020,1,"""It worked with a remote monitor, so the problem was obviously the laptop screen"""
1021,1,"""This time it would not run on battery power- only when plugged in"""
1022,1,"""E-Machines sent me a new battery next day"""
1023,1,""") But that didn't fix it, so I sent it back a third time"""
1024,1,"""Doesn't sound like much but when your business depends on having a working computer, losing almost 3 business weeks IS a big deal"""
1025,1,"""I have sent it back three times and today is the fourth time, as it continues to shut off and flickers"""
1026,1,"""I have it for less than a year, and I cannot get my money back"""
1027,1,"""I have written the Attorney General at their Irvine, California headquarters to try to get my money back"""
1028,2,"""Pros- The laptop has actually maintained functionality the past four years and hasn't had a major problem I haven't been able to fix"""
1029,2,"""- Glossy screen, which was somewhat uncommon back in 2004"""
1030,2,"""- Three (3) USB ports"""
1031,2,"""- Wireless absolutely sucks"""
1032,2,"""From day 1 it has always cut out every 5-10 minutes, especially when I'm trying to watch and load a streaming movie at the same time"""
1033,2,"""- Just found out only a few months ago that RAM is shared and I actually have LESS than 512MB"""
1034,2,"""Most likely due to the fact that it has less than 512MB of RAM"""
1035,2,"""- Battery has always been horrible, getting me only about two hours or less, but now I get about 35 minutes before automatic shutdown without warning"""
1036,2,"""- I don't know if it's the CD burner or CDs themselves, but half the time they come out unable to work"""
1037,2,"""- Screen started to flicker whenever being opened over the past year"""
1038,2,"""I barely have any of my own files on the C drive (most are on D which was made for extra storage), and yet, there is so much crap on it that I can't get rid of and I don't even have the minimum amount of space to do a drive defrag"""
1039,2,"""- Microsoft Office was only a trial (although this may be common on many laptops, I'm not really sure since this is the only one I've ever owned so far)"""
1040,2,""") with the exception of a pair of headphones (best I've ever had)"""
1041,2,"""On a side note, I think I'm going to get an Asus Eee PC for mild surfing and note-taking at school when they come out with the new models with slightly larger screens and also build my own desktop, since I no longer want to be bothered with company-manufactured junk anymore"""
1042,2,"""no need to wonder as it's pentium 4 2_8 ghz, 512 MB RAM"""
1043,2,"""4) It has memorystick slot, nice to have if you have a sony digital camera"""
1044,2,"""Cons:1) It's heavy, heavy, too heavy for a laptop"""
1045,2,"""2) It comes with a large size brick i"""
1046,2,"""e) the power adaptor"""
1047,2,"""3) The sound quality is terrible"""
1048,2,"""Once you format and reinstall your windows, you are lost"""
1049,2,"""You need to purchase those software/windows xp home CD seperately"""
1050,2,"""The Ram Slot is poorly manufactured so the Ram easily breaks out of the slot over the time"""
1051,2,"""It freezes the system completely"""
1052,2,"""7) It will cost around half of the laptop price to do a service on the laptop"""
1053,2,"""You need to send it to some place via post (all postal cost will be yours)8) After my warrenty period, I was asked to pay 19_99 $ to talk to a Custumer Support Rep to discuss about the same RAM issue I got with my laptop (See previous Con)"""
1054,2,"""9) Aweful battery life"""
1055,1,"""I have been having intermittent wifi problems"""
1056,1,"""Meaning the connection drops and does not reacquire"""
1057,1,"""This is a known problem with the LAN-Express AS 802_11g component that is used (check a google search for sony laptop intermittent wireless failure) in the machinebut Sony will not acknowledge that there is a problem"""
1058,1,"""It takes atleast 5 mins to open the hotmail page while using a 11Mbps wireless Lan"""
1059,1,"""It takes too long to open any application"""
1060,1,"""3)The customer service is poor"""
1061,1,"""The customer service representatives do not respond to your requests"""
1062,2,""") makes things slow when loading or switching applications"""
1063,2,"""I'm into custom-building now, and trust me, custom-building ain't that hard to do, and you end up with a way better laptop for your money's worth"""
1064,1,"""I repair computers for a living and I can honestly say that this is the worst piece of junk I've ever worked on"""
1065,1,"""Everything is designed to be difficult to get at, Sony offers very little help or support or downloads on their website for the unit, and if it breaks down, the parts are about 5 times as expensive than any other computer out there"""
